Event.Index,UTC.Timestamp,UTC.Date,Local.Timestamp,Local.Timezone,Local.Date,Experiment.ID,Experiment.Version,Tree.Node.Key,Repeat.Key,Schedule.ID,Participant.Private.ID,Participant.Starting.Group,Participant.Status,Participant.Completion.Code,Participant.External.Session.ID,Participant.Device.Type,Participant.Device,Participant.OS,Participant.Browser,Participant.Monitor.Size,Participant.Viewport.Size,Checkpoint,Task.Name,Task.Version,branch.69an,randomiser.8vg2,Spreadsheet,Spreadsheet.Name,Spreadsheet.Row,Trial.Number,Screen.Number,Screen.Name,Zone.Name,Zone.Type,Reaction.Time,Reaction.Onset,Response.Type,Response,Attempt,Correct,Incorrect,Dishonest,X.Coordinate,Y.Coordinate,Timed.Out,randomise_blocks,randomise_trials,display,Arguments,ShowProgressBar,StartDate,EndDate,ResponseId,CONSENT,Vegan,veg_conf,stanely_V,stanley_Nv,intellectual_v_1,intellectual_v_2,intellectual_v_3,intellectual_Nv_1,intellectual_Nv_2,intellectual_Nv_3,morality_v_1,morality_v_2,morality_v_3,morality_Nv_1,morality_Nv_2,morality_Nv_3,discuss_1,read_1,age,gender,gender_4_TEXT,edu,anything_else,ID,arg_ID,Position,Arg_Position
1,1647360000000,15/03/2022 15:49,1647360000000,0,15/03/2022 15:49,81174,11,task-ogmx,NA,20409637,6054638,NA,complete,NA,6230b580aa71c7ccbc576ed1,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1920x1080,1744x882,NA,ITT Ratings,7,for,8,eig_60_vegan,NA,NA,BEGIN TASK,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1647360000000,15/03/2022 15:49,1647360000000,0,15/03/2022 15:49,81174,11,task-ogmx,NA,20409637,6054638,NA,complete,NA,6230b580aa71c7ccbc576ed1,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1920x1080,1744x882,NA,ITT Ratings,7,for,8,eig_60_vegan,eig_60_vegan,1,1,1,Screen 1,advancementZone,continue_button,3262.4,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1647360000000,15/03/2022 15:49,1647360000000,0,15/03/2022 15:49,81174,11,task-ogmx,NA,20409637,6054638,NA,complete,NA,6230b580aa71c7ccbc576ed1,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1920x1080,1744x882,NA,ITT Ratings,7,for,8,eig_60_vegan,eig_60_vegan,53,1,1,Screen 1,continueButton,response_rating_scale_likert_active,3279.6,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Couldn't give up cheese,1,24/02/2022 17:29,24/02/2022 17:33,R_2aLgVs0bTGQm6HJ,YES,Yes,Very confident,NA,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,A few times a year,A few times a year,37,Female,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,79,2,For,Against
4,1647360000000,15/03/2022 15:49,1647360000000,0,15/03/2022 15:49,81174,11,task-ogmx,NA,20409637,6054638,NA,complete,NA,6230b580aa71c7ccbc576ed1,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1920x1080,1744x882,NA,ITT Ratings,7,for,8,eig_60_vegan,eig_60_vegan,60,2,1,Screen 1,continueButton,response_rating_scale_likert_active,2754.7,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"Animal protein is absolutely necessary to keep a healthy body. If you don't eat protein you will never grow muscle, for example.",1,24/02/2022 17:24,24/02/2022 17:33,R_AI2Mb9SmeQIJkAh,YES,Yes,Confident,NA,Somewhat Agree,NA,NA,NA,Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once or twice a year,Most months,32,Male,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,80,3,For,Against
5,1647360000000,15/03/2022 15:49,1647360000000,0,15/03/2022 15:49,81174,11,task-ogmx,NA,20409637,6054638,NA,complete,NA,6230b580aa71c7ccbc576ed1,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1920x1080,1744x882,NA,ITT Ratings,7,for,8,eig_60_vegan,eig_60_vegan,56,3,1,Screen 1,continueButton,response_rating_scale_likert_active,2302,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Animal rights reasons,1,24/02/2022 17:29,24/02/2022 17:33,R_2aLgVs0bTGQm6HJ,YES,Yes,Very confident,NA,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,A few times a year,A few times a year,37,Female,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,79,2,For,For
6,1647360000000,15/03/2022 15:50,1647360000000,0,15/03/2022 15:50,81174,11,task-ogmx,NA,20409637,6054638,NA,complete,NA,6230b580aa71c7ccbc576ed1,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1920x1080,1744x882,NA,ITT Ratings,7,for,8,eig_60_vegan,eig_60_vegan,26,4,1,Screen 1,continueButton,response_rating_scale_likert_active,3705.3,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,caring about animals,1,24/02/2022 17:27,24/02/2022 17:31,R_1fkgE6DeIADJJvL,YES,Yes,Somewhat Confident,NA,Somewhat Agree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Neither Agree nor Disagree,Disagree,Most months,Most weeks,21,Female,NA,A levels,NA,74,2,For,For
7,1647360000000,15/03/2022 15:50,1647360000000,0,15/03/2022 15:50,81174,11,task-ogmx,NA,20409637,6054638,NA,complete,NA,6230b580aa71c7ccbc576ed1,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1920x1080,1744x882,NA,ITT Ratings,7,for,8,eig_60_vegan,eig_60_vegan,18,5,1,Screen 1,continueButton,response_rating_scale_likert_active,4224.9,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,there are more possible dishes with a usage of animal products,1,24/02/2022 17:12,24/02/2022 17:31,R_3JfS9F9piBEtSlM,YES,Yes,Confident,NA,Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Agree,Neither Agree nor Disagree,Somewhat Agree,A few times a year,A few times a year,19,Male,NA,Vocational Training / Apprenticeship,NA,73,3,For,Against
8,1647360000000,15/03/2022 15:50,1647360000000,0,15/03/2022 15:50,81174,11,task-ogmx,NA,20409637,6054638,NA,complete,NA,6230b580aa71c7ccbc576ed1,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1920x1080,1744x882,NA,ITT Ratings,7,for,8,eig_60_vegan,eig_60_vegan,31,6,1,Screen 1,continueButton,response_rating_scale_likert_active,1873.3,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I'd rather give my money to vegan companies,1,24/02/2022 17:25,24/02/2022 17:31,R_23qotrIvp37qR6F,YES,Yes,Very confident,NA,Somewhat Agree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a year,Most weeks,33,Female,NA,"Undergraduate degree (BSc, BA)",NA,75,1,For,For
9,1647360000000,15/03/2022 15:50,1647360000000,0,15/03/2022 15:50,81174,11,task-ogmx,NA,20409637,6054638,NA,complete,NA,6230b580aa71c7ccbc576ed1,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1920x1080,1744x882,NA,ITT Ratings,7,for,8,eig_60_vegan,eig_60_vegan,19,7,1,Screen 1,continueButton,response_rating_scale_likert_active,2266.2,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"By eating meat, we are killing animals",1,24/02/2022 17:12,24/02/2022 17:31,R_3JfS9F9piBEtSlM,YES,Yes,Confident,NA,Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Agree,Neither Agree nor Disagree,Somewhat Agree,A few times a year,A few times a year,19,Male,NA,Vocational Training / Apprenticeship,NA,73,1,For,For
10,1647360000000,15/03/2022 15:50,1647360000000,0,15/03/2022 15:50,81174,11,task-ogmx,NA,20409637,6054638,NA,complete,NA,6230b580aa71c7ccbc576ed1,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1920x1080,1744x882,NA,ITT Ratings,7,for,8,eig_60_vegan,eig_60_vegan,45,8,1,Screen 1,continueButton,response_rating_scale_likert_active,2217.8,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I consider the wider benefits of sustainability.,1,24/02/2022 17:30,24/02/2022 17:32,R_4H0wMPqXLrMB4vD,YES,Yes,Confident,NA,Agree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,Once or twice a year,A few times a year,30,Male,NA,"Undergraduate degree (BSc, BA)",NA,77,3,For,For
