Event.Index,UTC.Timestamp,UTC.Date,Local.Timestamp,Local.Timezone,Local.Date,Experiment.ID,Experiment.Version,Tree.Node.Key,Repeat.Key,Schedule.ID,Participant.Private.ID,Participant.Starting.Group,Participant.Status,Participant.Completion.Code,Participant.External.Session.ID,Participant.Device.Type,Participant.Device,Participant.OS,Participant.Browser,Participant.Monitor.Size,Participant.Viewport.Size,Checkpoint,Task.Name,Task.Version,branch.69an,randomiser.8vg2,Spreadsheet,Spreadsheet.Name,Spreadsheet.Row,Trial.Number,Screen.Number,Screen.Name,Zone.Name,Zone.Type,Reaction.Time,Reaction.Onset,Response.Type,Response,Attempt,Correct,Incorrect,Dishonest,X.Coordinate,Y.Coordinate,Timed.Out,randomise_blocks,randomise_trials,display,Arguments,ShowProgressBar,StartDate,EndDate,ResponseId,CONSENT,Vegan,veg_conf,stanely_V,stanley_Nv,intellectual_v_1,intellectual_v_2,intellectual_v_3,intellectual_Nv_1,intellectual_Nv_2,intellectual_Nv_3,morality_v_1,morality_v_2,morality_v_3,morality_Nv_1,morality_Nv_2,morality_Nv_3,discuss_1,read_1,age,gender,gender_4_TEXT,edu,anything_else,ID,arg_ID,Position,Arg_Position
1,1646340000000,03/03/2022 19:21,1646340000000,2,03/03/2022 21:21,81174,8,task-8jq2,NA,20035044,5934380,NA,complete,NA,622114d591ab7e5dc8ba9b50,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1536x864,1536x754,NA,ITT Ratings,7,for,3,thi_60_vegan,NA,NA,BEGIN TASK,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1646340000000,03/03/2022 19:21,1646340000000,2,03/03/2022 21:21,81174,8,task-8jq2,NA,20035044,5934380,NA,complete,NA,622114d591ab7e5dc8ba9b50,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1536x864,1519x754,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,1,1,1,Screen 1,advancementZone,continue_button,6109.8,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1646340000000,03/03/2022 19:21,1646340000000,2,03/03/2022 21:21,81174,8,task-8jq2,NA,20035044,5934380,NA,complete,NA,622114d591ab7e5dc8ba9b50,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1536x864,1519x754,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,57,1,1,Screen 1,continueButton,response_rating_scale_likert_active,12411.4,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"Animals suffer too much, as this industry has no tact to kill them and turn them into food",1,24/02/2022 17:09,24/02/2022 17:16,R_3mmVXQMO4m9wso6,YES,Yes,Somewhat doubtful,NA,Neither Agree nor Disagree,NA,NA,NA,Disagree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Neither Agree nor Disagree,A few times a year,Most months,21,Female,NA,"Undergraduate degree (BSc, BA)",NA,29,3,For,For
4,1646340000000,03/03/2022 19:21,1646340000000,2,03/03/2022 21:21,81174,8,task-8jq2,NA,20035044,5934380,NA,complete,NA,622114d591ab7e5dc8ba9b50,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1536x864,1519x754,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,6,2,1,Screen 1,continueButton,response_rating_scale_likert_active,2427.1,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I won't get enough protein.,1,24/02/2022 17:04,24/02/2022 17:11,R_R2i1foymY36IoXD,YES,Yes,Very confident,NA,Disagree,NA,NA,NA,Strongly Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Strongly Agree,Agree,Agree,A few times a year,Most months,22,Non-binary,NA,"Undergraduate degree (BSc, BA)",NA,21,3,For,Against
5,1646340000000,03/03/2022 19:21,1646340000000,2,03/03/2022 21:21,81174,8,task-8jq2,NA,20035044,5934380,NA,complete,NA,622114d591ab7e5dc8ba9b50,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1536x864,1519x754,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,45,3,1,Screen 1,continueButton,response_rating_scale_likert_active,2785.5,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,To be a more healthy person.,1,24/02/2022 17:06,24/02/2022 17:15,R_2ZCj2oSHrpOuUTg,YES,Yes,Very confident,NA,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,NA,NA,NA,Somewhat Agree,Somewhat Agree,Agree,A few times a year,Most weeks,25,Female,NA,"Undergraduate degree (BSc, BA)",NA,27,3,For,For
6,1646340000000,03/03/2022 19:21,1646340000000,2,03/03/2022 21:21,81174,8,task-8jq2,NA,20035044,5934380,NA,complete,NA,622114d591ab7e5dc8ba9b50,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1536x864,1519x754,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,42,4,1,Screen 1,continueButton,response_rating_scale_likert_active,2349.1,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I won't be able to have energy because of a lack of protein.,1,24/02/2022 17:06,24/02/2022 17:15,R_2ZCj2oSHrpOuUTg,YES,Yes,Very confident,NA,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,NA,NA,NA,Somewhat Agree,Somewhat Agree,Agree,A few times a year,Most weeks,25,Female,NA,"Undergraduate degree (BSc, BA)",NA,27,3,For,Against
7,1646340000000,03/03/2022 19:21,1646340000000,2,03/03/2022 21:21,81174,8,task-8jq2,NA,20035044,5934380,NA,complete,NA,622114d591ab7e5dc8ba9b50,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1536x864,1519x754,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,15,5,1,Screen 1,continueButton,response_rating_scale_likert_active,2847,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,For health reasons and staying healthy.,1,24/02/2022 17:06,24/02/2022 17:12,R_2aRytINljELWwFe,YES,Yes,Very confident,NA,Somewhat Agree,NA,NA,NA,Disagree,Somewhat Disagree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Most months,Most weeks,24,Male,NA,Vocational Training / Apprenticeship,NA,22,3,For,For
8,1646340000000,03/03/2022 19:21,1646340000000,2,03/03/2022 21:21,81174,8,task-8jq2,NA,20035044,5934380,NA,complete,NA,622114d591ab7e5dc8ba9b50,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1536x864,1519x754,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,47,6,1,Screen 1,continueButton,response_rating_scale_likert_active,4824.4,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,dont realise what animals are put through,1,24/02/2022 17:12,24/02/2022 17:16,R_1N7Zjbaf2cZNQgP,YES,Yes,Very confident,NA,Disagree,NA,NA,NA,Disagree,Disagree,Agree,NA,NA,NA,Agree,Somewhat Agree,Somewhat Agree,Once or twice a year,Most days,43,Female,NA,Vocational Training / Apprenticeship,NA,28,2,For,Against
9,1646340000000,03/03/2022 19:21,1646340000000,2,03/03/2022 21:21,81174,8,task-8jq2,NA,20035044,5934380,NA,complete,NA,622114d591ab7e5dc8ba9b50,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1536x864,1519x754,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,30,7,1,Screen 1,continueButton,response_rating_scale_likert_active,2732.2,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Vegan food is plain and I don't want to only eat salad for the rest of my days,1,24/02/2022 17:05,24/02/2022 17:14,R_2sXaxZWHWMHPtLf,YES,Yes,Very confident,NA,Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Agree,NA,NA,NA,Agree,Agree,Somewhat Agree,Most months,A few times a year,25,Female,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,25,3,For,Against
10,1646340000000,03/03/2022 19:21,1646340000000,2,03/03/2022 21:21,81174,8,task-8jq2,NA,20035044,5934380,NA,complete,NA,622114d591ab7e5dc8ba9b50,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1536x864,1519x754,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,14,8,1,Screen 1,continueButton,response_rating_scale_likert_active,3179.1,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,For the goodbeing animals.,1,24/02/2022 17:06,24/02/2022 17:12,R_2aRytINljELWwFe,YES,Yes,Very confident,NA,Somewhat Agree,NA,NA,NA,Disagree,Somewhat Disagree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Most months,Most weeks,24,Male,NA,Vocational Training / Apprenticeship,NA,22,2,For,For
11,1646340000000,03/03/2022 19:21,1646340000000,2,03/03/2022 21:21,81174,8,task-8jq2,NA,20035044,5934380,NA,complete,NA,622114d591ab7e5dc8ba9b50,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1536x864,1519x754,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,40,9,1,Screen 1,continueButton,response_rating_scale_likert_active,3510.1,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Other animals like lions also eat other animals.,1,24/02/2022 17:06,24/02/2022 17:15,R_2ZCj2oSHrpOuUTg,YES,Yes,Very confident,NA,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,NA,NA,NA,Somewhat Agree,Somewhat Agree,Agree,A few times a year,Most weeks,25,Female,NA,"Undergraduate degree (BSc, BA)",NA,27,1,For,Against
12,1646340000000,03/03/2022 19:21,1646340000000,2,03/03/2022 21:21,81174,8,task-8jq2,NA,20035044,5934380,NA,complete,NA,622114d591ab7e5dc8ba9b50,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1536x864,1519x754,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,56,10,1,Screen 1,continueButton,response_rating_scale_likert_active,2915.2,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I believe that an animal-based diet harms our health in the long run,1,24/02/2022 17:09,24/02/2022 17:16,R_3mmVXQMO4m9wso6,YES,Yes,Somewhat doubtful,NA,Neither Agree nor Disagree,NA,NA,NA,Disagree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Neither Agree nor Disagree,A few times a year,Most months,21,Female,NA,"Undergraduate degree (BSc, BA)",NA,29,2,For,For
13,1646340000000,03/03/2022 19:21,1646340000000,2,03/03/2022 21:21,81174,8,task-8jq2,NA,20035044,5934380,NA,complete,NA,622114d591ab7e5dc8ba9b50,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1536x864,1519x754,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,26,11,1,Screen 1,continueButton,response_rating_scale_likert_active,6930.9,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"For the ecology, to help against global warming. Intensive animal farming is one the main causes of environmental problems.",1,24/02/2022 16:54,24/02/2022 17:13,R_2zByLfvFx0V6G2B,YES,Yes,Very confident,NA,Strongly Disagree,NA,NA,NA,Strongly Disagree,Somewhat Agree,Strongly Agree,NA,NA,NA,Strongly Agree,Agree,Agree,A few times a year,A few times a year,21,Male,NA,"Undergraduate degree (BSc, BA)",NA,24,2,For,For
14,1646340000000,03/03/2022 19:22,1646340000000,2,03/03/2022 21:22,81174,8,task-8jq2,NA,20035044,5934380,NA,complete,NA,622114d591ab7e5dc8ba9b50,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1536x864,1519x754,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,21,12,1,Screen 1,continueButton,response_rating_scale_likert_active,3413.7,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,For the environment. Animal industry is one of the most detrimental for the Earth.,1,24/02/2022 17:05,24/02/2022 17:12,R_25yJHfH3DhUzl1S,YES,Yes,Confident,NA,Disagree,NA,NA,NA,Disagree,Neither Agree nor Disagree,Somewhat Agree,NA,NA,NA,Agree,Somewhat Agree,Neither Agree nor Disagree,Most months,Most weeks,36,Female,NA,A levels,NA,23,3,For,For
15,1646340000000,03/03/2022 19:22,1646340000000,2,03/03/2022 21:22,81174,8,task-8jq2,NA,20035044,5934380,NA,complete,NA,622114d591ab7e5dc8ba9b50,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1536x864,1519x754,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,61,13,1,Screen 1,continueButton,response_rating_scale_likert_active,4573.3,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,you wont eat dead animals,1,24/02/2022 17:11,24/02/2022 17:17,R_1n8gujQtBvbJQGb,YES,Yes,Very confident,NA,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,NA,NA,NA,Agree,Agree,Neither Agree nor Disagree,Rarely,Most months,26,Female,NA,A levels,NA,30,1,For,For
16,1646340000000,03/03/2022 19:22,1646340000000,2,03/03/2022 21:22,81174,8,task-8jq2,NA,20035044,5934380,NA,complete,NA,622114d591ab7e5dc8ba9b50,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1536x864,1519x754,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,8,14,1,Screen 1,continueButton,response_rating_scale_likert_active,1648.8,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,A Vegan diet is often healthier.,1,24/02/2022 17:04,24/02/2022 17:11,R_R2i1foymY36IoXD,YES,Yes,Very confident,NA,Disagree,NA,NA,NA,Strongly Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Strongly Agree,Agree,Agree,A few times a year,Most months,22,Non-binary,NA,"Undergraduate degree (BSc, BA)",NA,21,2,For,For
17,1646340000000,03/03/2022 19:22,1646340000000,2,03/03/2022 21:22,81174,8,task-8jq2,NA,20035044,5934380,NA,complete,NA,622114d591ab7e5dc8ba9b50,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1536x864,1519x754,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,54,15,1,Screen 1,continueButton,response_rating_scale_likert_active,16565.3,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"People do not like vegan foods, they are not as delicious as meatless foods",1,24/02/2022 17:09,24/02/2022 17:16,R_3mmVXQMO4m9wso6,YES,Yes,Somewhat doubtful,NA,Neither Agree nor Disagree,NA,NA,NA,Disagree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Neither Agree nor Disagree,A few times a year,Most months,21,Female,NA,"Undergraduate degree (BSc, BA)",NA,29,3,For,Against
18,1646340000000,03/03/2022 19:22,1646340000000,2,03/03/2022 21:22,81174,8,task-8jq2,NA,20035044,5934380,NA,complete,NA,622114d591ab7e5dc8ba9b50,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1536x864,1519x754,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,46,16,1,Screen 1,continueButton,response_rating_scale_likert_active,4719.1,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,dont want to change what I eat,1,24/02/2022 17:12,24/02/2022 17:16,R_1N7Zjbaf2cZNQgP,YES,Yes,Very confident,NA,Disagree,NA,NA,NA,Disagree,Disagree,Agree,NA,NA,NA,Agree,Somewhat Agree,Somewhat Agree,Once or twice a year,Most days,43,Female,NA,Vocational Training / Apprenticeship,NA,28,1,For,Against
19,1646340000000,03/03/2022 19:22,1646340000000,2,03/03/2022 21:22,81174,8,task-8jq2,NA,20035044,5934380,NA,complete,NA,622114d591ab7e5dc8ba9b50,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1536x864,1519x754,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,20,17,1,Screen 1,continueButton,response_rating_scale_likert_active,2645.3,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"For health reasons, a whole foods plant based diet is the best that you can do for your body.",1,24/02/2022 17:05,24/02/2022 17:12,R_25yJHfH3DhUzl1S,YES,Yes,Confident,NA,Disagree,NA,NA,NA,Disagree,Neither Agree nor Disagree,Somewhat Agree,NA,NA,NA,Agree,Somewhat Agree,Neither Agree nor Disagree,Most months,Most weeks,36,Female,NA,A levels,NA,23,2,For,For
20,1646340000000,03/03/2022 19:22,1646340000000,2,03/03/2022 21:22,81174,8,task-8jq2,NA,20035044,5934380,NA,complete,NA,622114d591ab7e5dc8ba9b50,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1536x864,1519x754,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,32,18,1,Screen 1,continueButton,response_rating_scale_likert_active,2148.2,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"For the environment, a vegan diet has a much smaller impact on the planet than a non-vegan one",1,24/02/2022 17:05,24/02/2022 17:14,R_2sXaxZWHWMHPtLf,YES,Yes,Very confident,NA,Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Agree,NA,NA,NA,Agree,Agree,Somewhat Agree,Most months,A few times a year,25,Female,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,25,2,For,For
21,1646340000000,03/03/2022 19:22,1646340000000,2,03/03/2022 21:22,81174,8,task-8jq2,NA,20035044,5934380,NA,complete,NA,622114d591ab7e5dc8ba9b50,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1536x864,1519x754,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,38,19,1,Screen 1,continueButton,response_rating_scale_likert_active,4986.4,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I do not like the taste of meat.,1,24/02/2022 17:12,24/02/2022 17:15,R_1rk0PnHcDfXIQK2,YES,Yes,Somewhat Confident,NA,Somewhat Agree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Rarely,A few times a year,24,Non-binary,NA,"Undergraduate degree (BSc, BA)",NA,26,2,For,For
