Event.Index,UTC.Timestamp,UTC.Date,Local.Timestamp,Local.Timezone,Local.Date,Experiment.ID,Experiment.Version,Tree.Node.Key,Repeat.Key,Schedule.ID,Participant.Private.ID,Participant.Starting.Group,Participant.Status,Participant.Completion.Code,Participant.External.Session.ID,Participant.Device.Type,Participant.Device,Participant.OS,Participant.Browser,Participant.Monitor.Size,Participant.Viewport.Size,Checkpoint,Task.Name,Task.Version,branch.69an,randomiser.8vg2,Spreadsheet,Spreadsheet.Name,Spreadsheet.Row,Trial.Number,Screen.Number,Screen.Name,Zone.Name,Zone.Type,Reaction.Time,Reaction.Onset,Response.Type,Response,Attempt,Correct,Incorrect,Dishonest,X.Coordinate,Y.Coordinate,Timed.Out,randomise_blocks,randomise_trials,display,Arguments,ShowProgressBar,StartDate,EndDate,ResponseId,CONSENT,Vegan,veg_conf,stanely_V,stanley_Nv,intellectual_v_1,intellectual_v_2,intellectual_v_3,intellectual_Nv_1,intellectual_Nv_2,intellectual_Nv_3,morality_v_1,morality_v_2,morality_v_3,morality_Nv_1,morality_Nv_2,morality_Nv_3,discuss_1,read_1,age,gender,gender_4_TEXT,edu,anything_else,ID,arg_ID,Position,Arg_Position
1,1647360000000,15/03/2022 15:50,1647360000000,0,15/03/2022 15:50,81174,11,task-8jq2,NA,20409699,6054643,NA,complete,NA,6230b59a94d519b132435011,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1366x768,1366x625,NA,ITT Ratings,7,for,3,thi_60_vegan,NA,NA,BEGIN TASK,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1647360000000,15/03/2022 15:51,1647360000000,0,15/03/2022 15:51,81174,11,task-8jq2,NA,20409699,6054643,NA,complete,NA,6230b59a94d519b132435011,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1366x768,1366x625,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,1,1,1,Screen 1,advancementZone,continue_button,4771.6,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1647360000000,15/03/2022 15:51,1647360000000,0,15/03/2022 15:51,81174,11,task-8jq2,NA,20409699,6054643,NA,complete,NA,6230b59a94d519b132435011,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1366x768,1366x625,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,28,1,1,Screen 1,continueButton,response_rating_scale_likert_active,5193.8,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I could never give up bacon or cheese,1,24/02/2022 17:05,24/02/2022 17:14,R_2sXaxZWHWMHPtLf,YES,Yes,Very confident,NA,Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Agree,NA,NA,NA,Agree,Agree,Somewhat Agree,Most months,A few times a year,25,Female,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,25,1,For,Against
4,1647360000000,15/03/2022 15:51,1647360000000,0,15/03/2022 15:51,81174,11,task-8jq2,NA,20409699,6054643,NA,complete,NA,6230b59a94d519b132435011,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1366x768,1366x625,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,39,2,1,Screen 1,continueButton,response_rating_scale_likert_active,2142.6,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I want to stay fit and healthy.,1,24/02/2022 17:12,24/02/2022 17:15,R_1rk0PnHcDfXIQK2,YES,Yes,Somewhat Confident,NA,Somewhat Agree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Rarely,A few times a year,24,Non-binary,NA,"Undergraduate degree (BSc, BA)",NA,26,3,For,For
5,1647360000000,15/03/2022 15:51,1647360000000,0,15/03/2022 15:51,81174,11,task-8jq2,NA,20409699,6054643,NA,complete,NA,6230b59a94d519b132435011,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1366x768,1366x625,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,2,3,1,Screen 1,continueButton,response_rating_scale_likert_active,3350.6,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,We would like to check you are reading each argument carefully. Please select “Somewhat Agree” for this answer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,check1,NA,NA
6,1647360000000,15/03/2022 15:51,1647360000000,0,15/03/2022 15:51,81174,11,task-8jq2,NA,20409699,6054643,NA,complete,NA,6230b59a94d519b132435011,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1366x768,1366x625,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,36,4,1,Screen 1,continueButton,response_rating_scale_likert_active,3790.6,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I want more natural nutrition.,1,24/02/2022 17:12,24/02/2022 17:15,R_1rk0PnHcDfXIQK2,YES,Yes,Somewhat Confident,NA,Somewhat Agree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Rarely,A few times a year,24,Non-binary,NA,"Undergraduate degree (BSc, BA)",NA,26,3,For,Against
7,1647360000000,15/03/2022 15:51,1647360000000,0,15/03/2022 15:51,81174,11,task-8jq2,NA,20409699,6054643,NA,complete,NA,6230b59a94d519b132435011,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1366x768,1366x625,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,57,5,1,Screen 1,continueButton,response_rating_scale_likert_active,13556.2,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"Animals suffer too much, as this industry has no tact to kill them and turn them into food",1,24/02/2022 17:09,24/02/2022 17:16,R_3mmVXQMO4m9wso6,YES,Yes,Somewhat doubtful,NA,Neither Agree nor Disagree,NA,NA,NA,Disagree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Neither Agree nor Disagree,A few times a year,Most months,21,Female,NA,"Undergraduate degree (BSc, BA)",NA,29,3,For,For
8,1647360000000,15/03/2022 15:51,1647360000000,0,15/03/2022 15:51,81174,11,task-8jq2,NA,20409699,6054643,NA,complete,NA,6230b59a94d519b132435011,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1366x768,1366x625,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,40,6,1,Screen 1,continueButton,response_rating_scale_likert_active,2792.799999,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Other animals like lions also eat other animals.,1,24/02/2022 17:06,24/02/2022 17:15,R_2ZCj2oSHrpOuUTg,YES,Yes,Very confident,NA,Somewhat Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,NA,NA,NA,Somewhat Agree,Somewhat Agree,Agree,A few times a year,Most weeks,25,Female,NA,"Undergraduate degree (BSc, BA)",NA,27,1,For,Against
9,1647360000000,15/03/2022 15:51,1647360000000,0,15/03/2022 15:51,81174,11,task-8jq2,NA,20409699,6054643,NA,complete,NA,6230b59a94d519b132435011,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1366x768,1366x625,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,47,7,1,Screen 1,continueButton,response_rating_scale_likert_active,6285.1,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,dont realise what animals are put through,1,24/02/2022 17:12,24/02/2022 17:16,R_1N7Zjbaf2cZNQgP,YES,Yes,Very confident,NA,Disagree,NA,NA,NA,Disagree,Disagree,Agree,NA,NA,NA,Agree,Somewhat Agree,Somewhat Agree,Once or twice a year,Most days,43,Female,NA,Vocational Training / Apprenticeship,NA,28,2,For,Against
10,1647360000000,15/03/2022 15:51,1647360000000,0,15/03/2022 15:51,81174,11,task-8jq2,NA,20409699,6054643,NA,complete,NA,6230b59a94d519b132435011,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.71,1366x768,1366x625,NA,ITT Ratings,7,for,3,thi_60_vegan,thi_60_vegan,6,8,1,Screen 1,continueButton,response_rating_scale_likert_active,2244.599999,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I won't get enough protein.,1,24/02/2022 17:04,24/02/2022 17:11,R_R2i1foymY36IoXD,YES,Yes,Very confident,NA,Disagree,NA,NA,NA,Strongly Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Strongly Agree,Agree,Agree,A few times a year,Most months,22,Non-binary,NA,"Undergraduate degree (BSc, BA)",NA,21,3,For,Against
