Event.Index,UTC.Timestamp,UTC.Date,Local.Timestamp,Local.Timezone,Local.Date,Experiment.ID,Experiment.Version,Tree.Node.Key,Repeat.Key,Schedule.ID,Participant.Private.ID,Participant.Starting.Group,Participant.Status,Participant.Completion.Code,Participant.External.Session.ID,Participant.Device.Type,Participant.Device,Participant.OS,Participant.Browser,Participant.Monitor.Size,Participant.Viewport.Size,Checkpoint,Task.Name,Task.Version,branch.69an,randomiser.8vg2,quota.bqtt,quota.rycs,quota.wtfi,quota.usve,quota.zgic,quota.f3yz,quota.r9vy,quota.tfqq,quota.3dga,quota.dtj6,Spreadsheet,Spreadsheet.Name,Spreadsheet.Row,Trial.Number,Screen.Number,Screen.Name,Zone.Name,Zone.Type,Reaction.Time,Reaction.Onset,Response.Type,Response,Attempt,Correct,Incorrect,Dishonest,X.Coordinate,Y.Coordinate,Timed.Out,randomise_blocks,randomise_trials,display,Arguments,ShowProgressBar,StartDate,EndDate,Duration,discuss_1,read_1,age,gender,gender_4_TEXT,edu,ID,arg_ID,Position,Arg_Position
14,1658860103420,26/07/2022 18:28:23,1658860104047,1,26/07/2022 19:28:24,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,22,12,1,Screen 1,continueButton,response_rating_scale_likert_active,4267,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I do not know the side effects.,1,17/05/2021 11:28,17/05/2021 11:32,263,Most weeks,Rarely,58,Female,-99,GCSEs,34,1,Against,Against
15,1658860109674,26/07/2022 18:28:29,1658860110258,1,26/07/2022 19:28:30,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,54,13,1,Screen 1,continueButton,response_rating_scale_likert_active,6180,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"I am young, fit and healthy. I do not want to inject anything into my body that even the government are not sure about. Mixed messages from the government daily. New variants etc.",1,17/05/2021 11:35,17/05/2021 11:42,462,Most weeks,Most days,27,Female,-99,"Undergraduate degree (BSc, BA)",39,3,Against,Against
16,1658860121422,26/07/2022 18:28:41,1658860122054,1,26/07/2022 19:28:42,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,47,14,1,Screen 1,continueButton,response_rating_scale_likert_active,11770,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,No two adults have had the vaccine then created a baby that has then been born without any issues - there simply has not been enough time so it is impossible to say if that baby would be ok.,1,17/05/2021 11:32,17/05/2021 11:42,618,Never,Rarely,57,Male,-99,A levels,38,2,Against,Against
17,1658860125619,26/07/2022 18:28:45,1658860126258,1,26/07/2022 19:28:46,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,30,15,1,Screen 1,continueButton,response_rating_scale_likert_active,4175,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,The strand mutates and its pointless takin the risk,1,17/05/2021 11:26,17/05/2021 11:32,370,Most weeks,Most months,33,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",35,3,Against,Against
18,1658860131963,26/07/2022 18:28:51,1658860132585,1,26/07/2022 19:28:52,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,11,16,1,Screen 1,continueButton,response_rating_scale_likert_active,6300,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Not effective against this Coronavirus: Coronaviruses have been around for a very long time and we have never been able to produce an effective vaccine against them and yet suddenly we have eleven.,1,17/05/2021 11:15,17/05/2021 11:30,899,Most weeks,Most weeks,61,Male,-99,"Postgraduate degree (MSc, MA, MPhil)",32,2,Against,Against
19,1658860135893,26/07/2022 18:28:55,1658860136522,1,26/07/2022 19:28:56,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,43,17,1,Screen 1,continueButton,response_rating_scale_likert_active,3908,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Im selfish as it only protects me,1,17/05/2021 11:31,17/05/2021 11:38,434,Most weeks,Most days,46,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",37,1,Against,For
20,1658860140155,26/07/2022 18:29:00,1658860140775,1,26/07/2022 19:29:00,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,17,18,1,Screen 1,continueButton,response_rating_scale_likert_active,4227,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I can defeat this virus with my own antibodies. I am healthy enough to evercome it.,1,17/05/2021 10:14,17/05/2021 11:30,4578,Most weeks,A few times a year,30,Female,-99,Vocational Training / Apprenticeship,33,2,Against,Against
21,1658860142657,26/07/2022 18:29:02,1658860143284,1,26/07/2022 19:29:03,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,34,19,1,Screen 1,continueButton,response_rating_scale_likert_active,2484,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I don't trust the vaccine in terms of safety and its efficacy.,1,17/05/2021 11:15,17/05/2021 11:34,1100,Rarely,Never,28,Female,-99,"Undergraduate degree (BSc, BA)",36,1,Against,Against
22,1658860145779,26/07/2022 18:29:05,1658860146414,1,26/07/2022 19:29:06,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,49,20,1,Screen 1,continueButton,response_rating_scale_likert_active,3098,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I don't want to become really ill.,1,17/05/2021 11:32,17/05/2021 11:42,618,Never,Rarely,57,Male,-99,A levels,38,1,Against,For
23,1658860148625,26/07/2022 18:29:08,1658860149243,1,26/07/2022 19:29:09,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,8,21,1,Screen 1,continueButton,response_rating_scale_likert_active,2801,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I trust the government and the scientists they chose to let us listen to,1,17/05/2021 11:20,17/05/2021 11:28,519,Most weeks,Most days,42,Female,-99,Doctorate (PhD),31,2,Against,For
24,1658860153746,26/07/2022 18:29:13,1658860154378,1,26/07/2022 19:29:14,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,5,22,1,Screen 1,continueButton,response_rating_scale_likert_active,5110,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,it is still in clinical trials,1,17/05/2021 11:20,17/05/2021 11:28,519,Most weeks,Most days,42,Female,-99,Doctorate (PhD),31,2,Against,Against
25,1658860159995,26/07/2022 18:29:19,1658860160613,1,26/07/2022 19:29:20,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,62,23,1,Screen 1,continueButton,response_rating_scale_likert_active,6210,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,So we can go back to life before Covid.,1,17/05/2021 11:08,17/05/2021 11:43,2086,Most days,Most days,28,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",40,2,Against,For
26,1658860163240,26/07/2022 18:29:23,1658860163871,1,26/07/2022 19:29:23,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,51,24,1,Screen 1,continueButton,response_rating_scale_likert_active,3210,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,The governement says I have to.,1,17/05/2021 11:32,17/05/2021 11:42,618,Never,Rarely,57,Male,-99,A levels,38,3,Against,For
27,1658860169927,26/07/2022 18:29:29,1658860170562,1,26/07/2022 19:29:30,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,10,25,1,Screen 1,continueButton,response_rating_scale_likert_active,6658,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Overly quick development period: It was developed to rapidly and it is unknown if there will be any long term issues with it.,1,17/05/2021 11:15,17/05/2021 11:30,899,Most weeks,Most weeks,61,Male,-99,"Postgraduate degree (MSc, MA, MPhil)",32,1,Against,Against
28,1658860195097,26/07/2022 18:29:55,1658860195728,1,26/07/2022 19:29:55,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,20,26,1,Screen 1,continueButton,response_rating_scale_likert_active,25134,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"if you don't care of yourself, please think about your grandmother, diabetic mother, high risked neighbour.",1,17/05/2021 10:14,17/05/2021 11:30,4578,Most weeks,A few times a year,30,Female,-99,Vocational Training / Apprenticeship,33,2,Against,For
29,1658860201877,26/07/2022 18:30:01,1658860202486,1,26/07/2022 19:30:02,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,35,27,1,Screen 1,continueButton,response_rating_scale_likert_active,6730,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"I would rather risk it and employ herd immunity - 'if I catch covid, I catch it' type of mentality",1,17/05/2021 11:15,17/05/2021 11:34,1100,Rarely,Never,28,Female,-99,"Undergraduate degree (BSc, BA)",36,2,Against,Against
30,1658860207654,26/07/2022 18:30:07,1658860208285,1,26/07/2022 19:30:08,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,2,28,1,Screen 1,continueButton,response_rating_scale_likert_active,5774,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,We would like to check you are reading each argument carefully. Please select 'Somewhat Agree' for this answer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,check1,NA,NA
31,1658860210580,26/07/2022 18:30:10,1658860211220,1,26/07/2022 19:30:11,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,50,29,1,Screen 1,continueButton,response_rating_scale_likert_active,2907,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I don't want to die.,1,17/05/2021 11:32,17/05/2021 11:42,618,Never,Rarely,57,Male,-99,A levels,38,2,Against,For
32,1658860216710,26/07/2022 18:30:16,1658860217345,1,26/07/2022 19:30:17,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,36,30,1,Screen 1,continueButton,response_rating_scale_likert_active,6095,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I would prefer a more natural method of treating covid should I catch it,1,17/05/2021 11:15,17/05/2021 11:34,1100,Rarely,Never,28,Female,-99,"Undergraduate degree (BSc, BA)",36,3,Against,Against
33,1658860218900,26/07/2022 18:30:18,1658860219539,1,26/07/2022 19:30:19,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,63,31,1,Screen 1,continueButton,response_rating_scale_likert_active,2167,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I just want to be able to travel,1,17/05/2021 11:08,17/05/2021 11:43,2086,Most days,Most days,28,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",40,3,Against,For
34,1658860227368,26/07/2022 18:30:27,1658860227939,1,26/07/2022 19:30:27,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,52,32,1,Screen 1,continueButton,response_rating_scale_likert_active,8367,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Matt Hancock made an announcement on the 16th of May that people that have taken the two vaccine doses ''may still die'' as Indian variant spreads.,1,17/05/2021 11:35,17/05/2021 11:42,462,Most weeks,Most days,27,Female,-99,"Undergraduate degree (BSc, BA)",39,1,Against,Against
35,1658860230170,26/07/2022 18:30:30,1658860230794,1,26/07/2022 19:30:30,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,56,33,1,Screen 1,continueButton,response_rating_scale_likert_active,2803,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,It has been approved by Scientists.,1,17/05/2021 11:35,17/05/2021 11:42,462,Most weeks,Most days,27,Female,-99,"Undergraduate degree (BSc, BA)",39,2,Against,For
36,1658860235304,26/07/2022 18:30:35,1658860235936,1,26/07/2022 19:30:35,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,29,34,1,Screen 1,continueButton,response_rating_scale_likert_active,5103,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,It has not been tested and we do not know the long term side effects from all the additives,1,17/05/2021 11:26,17/05/2021 11:32,370,Most weeks,Most months,33,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",35,2,Against,Against
37,1658860241853,26/07/2022 18:30:41,1658860242489,1,26/07/2022 19:30:42,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,28,35,1,Screen 1,continueButton,response_rating_scale_likert_active,6521,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,The vaccine can make you ill with part of the virus where you were otherwise immune anyway,1,17/05/2021 11:26,17/05/2021 11:32,370,Most weeks,Most months,33,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",35,1,Against,Against
38,1658860246101,26/07/2022 18:30:46,1658860246711,1,26/07/2022 19:30:46,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,41,36,1,Screen 1,continueButton,response_rating_scale_likert_active,4186,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,It isnt a vaccine.  It doesnt stop you catching the virus,1,17/05/2021 11:31,17/05/2021 11:38,434,Most weeks,Most days,46,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",37,2,Against,Against
39,1658860256115,26/07/2022 18:30:56,1658860256741,1,26/07/2022 19:30:56,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,14,37,1,Screen 1,continueButton,response_rating_scale_likert_active,10001,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,We need to beat this virus.,1,17/05/2021 11:15,17/05/2021 11:30,899,Most weeks,Most weeks,61,Male,-99,"Postgraduate degree (MSc, MA, MPhil)",32,2,Against,For
40,1658860259432,26/07/2022 18:30:59,1658860260057,1,26/07/2022 19:31:00,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,19,38,1,Screen 1,continueButton,response_rating_scale_likert_active,3290,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,It is for your safety.,1,17/05/2021 10:14,17/05/2021 11:30,4578,Most weeks,A few times a year,30,Female,-99,Vocational Training / Apprenticeship,33,1,Against,For
41,1658860262505,26/07/2022 18:31:02,1658860263131,1,26/07/2022 19:31:03,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,4,39,1,Screen 1,continueButton,response_rating_scale_likert_active,3045,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"it's not a vaccine, it is an experimental RNA jab",1,17/05/2021 11:20,17/05/2021 11:28,519,Most weeks,Most days,42,Female,-99,Doctorate (PhD),31,1,Against,Against
42,1658860269004,26/07/2022 18:31:09,1658860269630,1,26/07/2022 19:31:09,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,16,40,1,Screen 1,continueButton,response_rating_scale_likert_active,6474,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"Covide-19 vaccine is not safe enough and I don't know how does it work in long term,",1,17/05/2021 10:14,17/05/2021 11:30,4578,Most weeks,A few times a year,30,Female,-99,Vocational Training / Apprenticeship,33,1,Against,Against
43,1658860271330,26/07/2022 18:31:11,1658860271962,1,26/07/2022 19:31:11,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,27,41,1,Screen 1,continueButton,response_rating_scale_likert_active,2307,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I am looking out for other people by having it.,1,17/05/2021 11:28,17/05/2021 11:32,263,Most weeks,Rarely,58,Female,-99,GCSEs,34,3,Against,For
44,1658860284196,26/07/2022 18:31:24,1658860284821,1,26/07/2022 19:31:24,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,53,42,1,Screen 1,continueButton,response_rating_scale_likert_active,12835,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Hundreds of reports of serious reactions to the vaccine and even deaths. It takes a few moment on google to discover these vaccines are not safe and do not even work according to Matt Hancock.,1,17/05/2021 11:35,17/05/2021 11:42,462,Most weeks,Most days,27,Female,-99,"Undergraduate degree (BSc, BA)",39,2,Against,Against
45,1658860288769,26/07/2022 18:31:28,1658860289343,1,26/07/2022 19:31:29,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,18,43,1,Screen 1,continueButton,response_rating_scale_likert_active,4471,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"I don't trust anyone, It is created for people genocide.",1,17/05/2021 10:14,17/05/2021 11:30,4578,Most weeks,A few times a year,30,Female,-99,Vocational Training / Apprenticeship,33,3,Against,Against
46,1658860292373,26/07/2022 18:31:32,1658860292995,1,26/07/2022 19:31:32,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,44,44,1,Screen 1,continueButton,response_rating_scale_likert_active,3611,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I donÕt want to be sick,1,17/05/2021 11:31,17/05/2021 11:38,434,Most weeks,Most days,46,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",37,2,Against,For
47,1658860298414,26/07/2022 18:31:38,1658860299033,1,26/07/2022 19:31:39,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,26,45,1,Screen 1,continueButton,response_rating_scale_likert_active,6007,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,We will never get back to normal if every single person does not have it.,1,17/05/2021 11:28,17/05/2021 11:32,263,Most weeks,Rarely,58,Female,-99,GCSEs,34,2,Against,For
48,1658860301290,26/07/2022 18:31:41,1658860301893,1,26/07/2022 19:31:41,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,13,46,1,Screen 1,continueButton,response_rating_scale_likert_active,2831,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Everyone is having it so it must be safe.,1,17/05/2021 11:15,17/05/2021 11:30,899,Most weeks,Most weeks,61,Male,-99,"Postgraduate degree (MSc, MA, MPhil)",32,1,Against,For
49,1658860304579,26/07/2022 18:31:44,1658860305209,1,26/07/2022 19:31:45,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,25,47,1,Screen 1,continueButton,response_rating_scale_likert_active,3294,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I trust that the vaccine is safe.,1,17/05/2021 11:28,17/05/2021 11:32,263,Most weeks,Rarely,58,Female,-99,GCSEs,34,1,Against,For
50,1658860312487,26/07/2022 18:31:52,1658860313112,1,26/07/2022 19:31:53,93981,5,task-mn1e,NA,23318155,6842908,NA,complete,NA,62e0319e97d52582e16ee457,computer,Desktop or Laptop,Windows 10,Firefox 102.0,1280x720,1280x567,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,21,48,1,Screen 1,continueButton,response_rating_scale_likert_active,7879,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,vaccine is the only one way to arrive world beautiful without Covide-19.,1,17/05/2021 10:14,17/05/2021 11:30,4578,Most weeks,A few times a year,30,Female,-99,Vocational Training / Apprenticeship,33,3,Against,For
