Event.Index,UTC.Timestamp,UTC.Date,Local.Timestamp,Local.Timezone,Local.Date,Experiment.ID,Experiment.Version,Tree.Node.Key,Repeat.Key,Schedule.ID,Participant.Private.ID,Participant.Starting.Group,Participant.Status,Participant.Completion.Code,Participant.External.Session.ID,Participant.Device.Type,Participant.Device,Participant.OS,Participant.Browser,Participant.Monitor.Size,Participant.Viewport.Size,Checkpoint,Task.Name,Task.Version,branch.69an,randomiser.8vg2,quota.bqtt,quota.rycs,quota.wtfi,quota.usve,quota.zgic,quota.f3yz,quota.r9vy,quota.tfqq,quota.3dga,quota.dtj6,Spreadsheet,Spreadsheet.Name,Spreadsheet.Row,Trial.Number,Screen.Number,Screen.Name,Zone.Name,Zone.Type,Reaction.Time,Reaction.Onset,Response.Type,Response,Attempt,Correct,Incorrect,Dishonest,X.Coordinate,Y.Coordinate,Timed.Out,randomise_blocks,randomise_trials,display,Arguments,ShowProgressBar,StartDate,EndDate,Duration,discuss_1,read_1,age,gender,gender_4_TEXT,edu,ID,arg_ID,Position,Arg_Position
14,1658858784381,26/07/2022 18:06:24,1658858784301,1,26/07/2022 19:06:24,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,62,12,1,Screen 1,continueButton,response_rating_scale_likert_active,6557.600000023842,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,So we can go back to life before Covid.,1,17/05/2021 11:08,17/05/2021 11:43,2086,Most days,Most days,28,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",40,2,Against,For
15,1658858794177,26/07/2022 18:06:34,1658858794102,1,26/07/2022 19:06:34,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,35,13,1,Screen 1,continueButton,response_rating_scale_likert_active,9758.399999976158,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"I would rather risk it and employ herd immunity - 'if I catch covid, I catch it' type of mentality",1,17/05/2021 11:15,17/05/2021 11:34,1100,Rarely,Never,28,Female,-99,"Undergraduate degree (BSc, BA)",36,2,Against,Against
16,1658858800026,26/07/2022 18:06:40,1658858799935,1,26/07/2022 19:06:39,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,32,14,1,Screen 1,continueButton,response_rating_scale_likert_active,5801.400000095367,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Everyone should have the vaccine or thety shouldnt be allowed out in public,1,17/05/2021 11:26,17/05/2021 11:32,370,Most weeks,Most months,33,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",35,2,Against,For
17,1658858805745,26/07/2022 18:06:45,1658858805669,1,26/07/2022 19:06:45,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,5,15,1,Screen 1,continueButton,response_rating_scale_likert_active,5684.299999952316,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,it is still in clinical trials,1,17/05/2021 11:20,17/05/2021 11:28,519,Most weeks,Most days,42,Female,-99,Doctorate (PhD),31,2,Against,Against
18,1658858809936,26/07/2022 18:06:49,1658858809844,1,26/07/2022 19:06:49,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,22,16,1,Screen 1,continueButton,response_rating_scale_likert_active,4136.899999976158,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I do not know the side effects.,1,17/05/2021 11:28,17/05/2021 11:32,263,Most weeks,Rarely,58,Female,-99,GCSEs,34,1,Against,Against
19,1658858815077,26/07/2022 18:06:55,1658858814984,1,26/07/2022 19:06:54,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,17,17,1,Screen 1,continueButton,response_rating_scale_likert_active,5101.800000071526,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I can defeat this virus with my own antibodies. I am healthy enough to evercome it.,1,17/05/2021 10:14,17/05/2021 11:30,4578,Most weeks,A few times a year,30,Female,-99,Vocational Training / Apprenticeship,33,2,Against,Against
20,1658858825928,26/07/2022 18:07:05,1658858825837,1,26/07/2022 19:07:05,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,12,18,1,Screen 1,continueButton,response_rating_scale_likert_active,10805.700000047684,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,RNA vaccines aren't safe: In initial trials of the RNA technology resulted in the death of all the animals it was trialed on. This untested method of vaccination will likely damage human immune system,1,17/05/2021 11:15,17/05/2021 11:30,899,Most weeks,Most weeks,61,Male,-99,"Postgraduate degree (MSc, MA, MPhil)",32,3,Against,Against
21,1658858829937,26/07/2022 18:07:09,1658858829857,1,26/07/2022 19:07:09,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,27,19,1,Screen 1,continueButton,response_rating_scale_likert_active,3985.399999976158,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I am looking out for other people by having it.,1,17/05/2021 11:28,17/05/2021 11:32,263,Most weeks,Rarely,58,Female,-99,GCSEs,34,3,Against,For
22,1658858833358,26/07/2022 18:07:13,1658858833270,1,26/07/2022 19:07:13,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,19,20,1,Screen 1,continueButton,response_rating_scale_likert_active,3378.8000000715256,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,It is for your safety.,1,17/05/2021 10:14,17/05/2021 11:30,4578,Most weeks,A few times a year,30,Female,-99,Vocational Training / Apprenticeship,33,1,Against,For
23,1658858838040,26/07/2022 18:07:18,1658858837953,1,26/07/2022 19:07:17,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,6,21,1,Screen 1,continueButton,response_rating_scale_likert_active,4645.5,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"links to blood clots and herpes - shingles, coldsores etc",1,17/05/2021 11:20,17/05/2021 11:28,519,Most weeks,Most days,42,Female,-99,Doctorate (PhD),31,3,Against,Against
24,1658858848261,26/07/2022 18:07:28,1658858848164,1,26/07/2022 19:07:28,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,52,22,1,Screen 1,continueButton,response_rating_scale_likert_active,10155.100000023842,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Matt Hancock made an announcement on the 16th of May that people that have taken the two vaccine doses ''may still die'' as Indian variant spreads.,1,17/05/2021 11:35,17/05/2021 11:42,462,Most weeks,Most days,27,Female,-99,"Undergraduate degree (BSc, BA)",39,1,Against,Against
25,1658858867599,26/07/2022 18:07:47,1658858867499,1,26/07/2022 19:07:47,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,56,23,1,Screen 1,continueButton,response_rating_scale_likert_active,19288.80000007153,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,It has been approved by Scientists.,1,17/05/2021 11:35,17/05/2021 11:42,462,Most weeks,Most days,27,Female,-99,"Undergraduate degree (BSc, BA)",39,2,Against,For
26,1658858870933,26/07/2022 18:07:50,1658858870845,1,26/07/2022 19:07:50,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,25,24,1,Screen 1,continueButton,response_rating_scale_likert_active,3305.5,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I trust that the vaccine is safe.,1,17/05/2021 11:28,17/05/2021 11:32,263,Most weeks,Rarely,58,Female,-99,GCSEs,34,1,Against,For
27,1658858874633,26/07/2022 18:07:54,1658858874549,1,26/07/2022 19:07:54,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,23,25,1,Screen 1,continueButton,response_rating_scale_likert_active,3658.5,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I have been okay up to now.,1,17/05/2021 11:28,17/05/2021 11:32,263,Most weeks,Rarely,58,Female,-99,GCSEs,34,2,Against,Against
28,1658858881630,26/07/2022 18:08:01,1658858881535,1,26/07/2022 19:08:01,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,21,26,1,Screen 1,continueButton,response_rating_scale_likert_active,6930.600000023842,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,vaccine is the only one way to arrive world beautiful without Covide-19.,1,17/05/2021 10:14,17/05/2021 11:30,4578,Most weeks,A few times a year,30,Female,-99,Vocational Training / Apprenticeship,33,3,Against,For
29,1658858885714,26/07/2022 18:08:05,1658858885619,1,26/07/2022 19:08:05,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,15,27,1,Screen 1,continueButton,response_rating_scale_likert_active,4044.3000000715256,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I'm being told to have it for everybody's sake.,1,17/05/2021 11:15,17/05/2021 11:30,899,Most weeks,Most weeks,61,Male,-99,"Postgraduate degree (MSc, MA, MPhil)",32,3,Against,For
30,1658858893763,26/07/2022 18:08:13,1658858893668,1,26/07/2022 19:08:13,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,2,28,1,Screen 1,continueButton,response_rating_scale_likert_active,8010.5,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,We would like to check you are reading each argument carefully. Please select 'Somewhat Agree' for this answer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,check1,NA,NA
31,1658858900752,26/07/2022 18:08:20,1658858900667,1,26/07/2022 19:08:20,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,50,29,1,Screen 1,continueButton,response_rating_scale_likert_active,6963.700000047684,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I don't want to die.,1,17/05/2021 11:32,17/05/2021 11:42,618,Never,Rarely,57,Male,-99,A levels,38,2,Against,For
32,1658858906863,26/07/2022 18:08:26,1658858906768,1,26/07/2022 19:08:26,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,61,30,1,Screen 1,continueButton,response_rating_scale_likert_active,6071.5,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I want to protect myself and others. (which doesn't make sense because taking the vaccine will not prevent you from getting infected or infecting others),1,17/05/2021 11:08,17/05/2021 11:43,2086,Most days,Most days,28,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",40,1,Against,For
33,1658858910462,26/07/2022 18:08:30,1658858910373,1,26/07/2022 19:08:30,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,4,31,1,Screen 1,continueButton,response_rating_scale_likert_active,3566.100000023842,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"it's not a vaccine, it is an experimental RNA jab",1,17/05/2021 11:20,17/05/2021 11:28,519,Most weeks,Most days,42,Female,-99,Doctorate (PhD),31,1,Against,Against
34,1658858917081,26/07/2022 18:08:37,1658858916995,1,26/07/2022 19:08:36,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,29,32,1,Screen 1,continueButton,response_rating_scale_likert_active,6585.900000095367,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,It has not been tested and we do not know the long term side effects from all the additives,1,17/05/2021 11:26,17/05/2021 11:32,370,Most weeks,Most months,33,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",35,2,Against,Against
35,1658858922567,26/07/2022 18:08:42,1658858922473,1,26/07/2022 19:08:42,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,30,33,1,Screen 1,continueButton,response_rating_scale_likert_active,5437.899999976158,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,The strand mutates and its pointless takin the risk,1,17/05/2021 11:26,17/05/2021 11:32,370,Most weeks,Most months,33,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",35,3,Against,Against
36,1658858925742,26/07/2022 18:08:45,1658858925658,1,26/07/2022 19:08:45,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,54,34,1,Screen 1,continueButton,response_rating_scale_likert_active,3138.2999999523163,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"I am young, fit and healthy. I do not want to inject anything into my body that even the government are not sure about. Mixed messages from the government daily. New variants etc.",1,17/05/2021 11:35,17/05/2021 11:42,462,Most weeks,Most days,27,Female,-99,"Undergraduate degree (BSc, BA)",39,3,Against,Against
37,1658858932499,26/07/2022 18:08:52,1658858932405,1,26/07/2022 19:08:52,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,59,35,1,Screen 1,continueButton,response_rating_scale_likert_active,6701.899999976158,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"Instead of vaccines, drugs should be developed to help cure people who fall sick from Covid.",1,17/05/2021 11:08,17/05/2021 11:43,2086,Most days,Most days,28,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",40,2,Against,Against
38,1658858942570,26/07/2022 18:09:02,1658858942480,1,26/07/2022 19:09:02,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,57,36,1,Screen 1,continueButton,response_rating_scale_likert_active,10025.600000023842,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I want to increase my chances of a fast recovery if I catch Covid.,1,17/05/2021 11:35,17/05/2021 11:42,462,Most weeks,Most days,27,Female,-99,"Undergraduate degree (BSc, BA)",39,3,Against,For
39,1658858946124,26/07/2022 18:09:06,1658858946042,1,26/07/2022 19:09:06,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,9,37,1,Screen 1,continueButton,response_rating_scale_likert_active,3512.5,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I just want to go on holiday,1,17/05/2021 11:20,17/05/2021 11:28,519,Most weeks,Most days,42,Female,-99,Doctorate (PhD),31,3,Against,For
40,1658858949508,26/07/2022 18:09:09,1658858949409,1,26/07/2022 19:09:09,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,43,38,1,Screen 1,continueButton,response_rating_scale_likert_active,3330,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Im selfish as it only protects me,1,17/05/2021 11:31,17/05/2021 11:38,434,Most weeks,Most days,46,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",37,1,Against,For
41,1658858955146,26/07/2022 18:09:15,1658858955055,1,26/07/2022 19:09:15,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,3,39,1,Screen 1,continueButton,response_rating_scale_likert_active,5598.100000023842,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,We would like to check you are reading each argument carefully. Please select 'Somewhat Disagree' for this answer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,check2,NA,NA
42,1658858959895,26/07/2022 18:09:19,1658858959801,1,26/07/2022 19:09:19,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,28,40,1,Screen 1,continueButton,response_rating_scale_likert_active,4699.200000047684,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,The vaccine can make you ill with part of the virus where you were otherwise immune anyway,1,17/05/2021 11:26,17/05/2021 11:32,370,Most weeks,Most months,33,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",35,1,Against,Against
43,1658858963389,26/07/2022 18:09:23,1658858963301,1,26/07/2022 19:09:23,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,13,41,1,Screen 1,continueButton,response_rating_scale_likert_active,3451.099999904633,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Everyone is having it so it must be safe.,1,17/05/2021 11:15,17/05/2021 11:30,899,Most weeks,Most weeks,61,Male,-99,"Postgraduate degree (MSc, MA, MPhil)",32,1,Against,For
44,1658858966860,26/07/2022 18:09:26,1658858966764,1,26/07/2022 19:09:26,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,34,42,1,Screen 1,continueButton,response_rating_scale_likert_active,3414.2999999523163,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I don't trust the vaccine in terms of safety and its efficacy.,1,17/05/2021 11:15,17/05/2021 11:34,1100,Rarely,Never,28,Female,-99,"Undergraduate degree (BSc, BA)",36,1,Against,Against
45,1658858969740,26/07/2022 18:09:29,1658858969648,1,26/07/2022 19:09:29,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,14,43,1,Screen 1,continueButton,response_rating_scale_likert_active,2842.2999999523163,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,We need to beat this virus.,1,17/05/2021 11:15,17/05/2021 11:30,899,Most weeks,Most weeks,61,Male,-99,"Postgraduate degree (MSc, MA, MPhil)",32,2,Against,For
46,1658858972647,26/07/2022 18:09:32,1658858972554,1,26/07/2022 19:09:32,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,33,44,1,Screen 1,continueButton,response_rating_scale_likert_active,2867.100000023842,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,If you dont have the vaccine youll die,1,17/05/2021 11:26,17/05/2021 11:32,370,Most weeks,Most months,33,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",35,3,Against,For
47,1658858981048,26/07/2022 18:09:41,1658858980957,1,26/07/2022 19:09:40,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,11,45,1,Screen 1,continueButton,response_rating_scale_likert_active,8362.099999904633,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Not effective against this Coronavirus: Coronaviruses have been around for a very long time and we have never been able to produce an effective vaccine against them and yet suddenly we have eleven.,1,17/05/2021 11:15,17/05/2021 11:30,899,Most weeks,Most weeks,61,Male,-99,"Postgraduate degree (MSc, MA, MPhil)",32,2,Against,Against
48,1658858985325,26/07/2022 18:09:45,1658858985241,1,26/07/2022 19:09:45,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,58,46,1,Screen 1,continueButton,response_rating_scale_likert_active,4243.300000071526,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,It does not make sense to receive a vaccine for a virus that has over 95% recovery rate!,1,17/05/2021 11:08,17/05/2021 11:43,2086,Most days,Most days,28,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",40,1,Against,Against
49,1658858990529,26/07/2022 18:09:50,1658858990436,1,26/07/2022 19:09:50,93981,5,task-mn1e,NA,23317611,6842751,NA,complete,NA,62e02c681a2bc1ce72ab7621,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1366x768,1366x671,NA,ITT Ratings,3,against,4,NA,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,batch4hes,batch4hes,45,47,1,Screen 1,continueButton,response_rating_scale_likert_active,5148.300000071526,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,The government told me to,1,17/05/2021 11:31,17/05/2021 11:38,434,Most weeks,Most days,46,Female,-99,"Postgraduate degree (MSc, MA, MPhil)",37,3,Against,For
