Event.Index,UTC.Timestamp,UTC.Date,Local.Timestamp,Local.Timezone,Local.Date,Experiment.ID,Experiment.Version,Tree.Node.Key,Repeat.Key,Schedule.ID,Participant.Private.ID,Participant.Starting.Group,Participant.Status,Participant.Completion.Code,Participant.External.Session.ID,Participant.Device.Type,Participant.Device,Participant.OS,Participant.Browser,Participant.Monitor.Size,Participant.Viewport.Size,Checkpoint,Task.Name,Task.Version,branch.69an,randomiser.8vg2,quota.bqtt,quota.rycs,quota.wtfi,quota.usve,quota.zgic,quota.f3yz,quota.r9vy,quota.tfqq,quota.3dga,quota.kfqt,Spreadsheet,Spreadsheet.Name,Spreadsheet.Row,Trial.Number,Screen.Number,Screen.Name,Zone.Name,Zone.Type,Reaction.Time,Reaction.Onset,Response.Type,Response,Attempt,Correct,Incorrect,Dishonest,X.Coordinate,Y.Coordinate,Timed.Out,randomise_blocks,randomise_trials,display,Arguments,ShowProgressBar,StartDate,EndDate,ResponseId,CONSENT,Vegan,veg_conf,stanely_V,stanley_Nv,intellectual_v_1,intellectual_v_2,intellectual_v_3,intellectual_Nv_1,intellectual_Nv_2,intellectual_Nv_3,morality_v_1,morality_v_2,morality_v_3,morality_Nv_1,morality_Nv_2,morality_Nv_3,discuss_1,read_1,age,gender,gender_4_TEXT,edu,anything_else,ID,arg_ID,Position,Arg_Position
1,1646410000000,04/03/2022 17:23,1646410000000,2,04/03/2022 19:23,81666,3,task-x1lq,NA,20079940,5946465,NA,complete,NA,62224af4e99e3527881e351a,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1366x768,1366x625,NA,ITT Ratings,2,not for,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,first_Nv,NA,NA,BEGIN TASK,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1646410000000,04/03/2022 17:24,1646410000000,2,04/03/2022 19:24,81666,3,task-x1lq,NA,20079940,5946465,NA,complete,NA,62224af4e99e3527881e351a,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1366x768,1366x625,NA,ITT Ratings,2,not for,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,first_Nv,first_Nv,1,1,1,Screen 1,advancementZone,continue_button,7870,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1646410000000,04/03/2022 17:24,1646410000000,2,04/03/2022 19:24,81666,3,task-x1lq,NA,20079940,5946465,NA,complete,NA,62224af4e99e3527881e351a,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1366x768,1366x625,NA,ITT Ratings,2,not for,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,first_Nv,first_Nv,59,1,1,Screen 1,continueButton,response_rating_scale_likert_active,11220.1,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,man can eat everything in nature,1,28/02/2022 18:38,28/02/2022 18:44,R_SVLdyKvpx3SWnO9,YES,No,Somewhat Confident,Agree,NA,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Rarely,Rarely,39,Male,NA,"Undergraduate degree (BSc, BA),Postgraduate degree (MSc, MA, MPhil)",NA,10,2,Against,Against
4,1646410000000,04/03/2022 17:24,1646410000000,2,04/03/2022 19:24,81666,3,task-x1lq,NA,20079940,5946465,NA,complete,NA,62224af4e99e3527881e351a,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1366x768,1366x625,NA,ITT Ratings,2,not for,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,first_Nv,first_Nv,12,2,1,Screen 1,continueButton,response_rating_scale_likert_active,5063.1,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,It's bad for my health I need nutrients from meat and other products.,1,28/02/2022 18:39,28/02/2022 18:42,R_QlWb9Be3m7yANeF,YES,No,Somewhat Confident,Agree,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Rarely,Rarely,22,Male,NA,"Undergraduate degree (BSc, BA)",NA,2,3,Against,Against
5,1646410000000,04/03/2022 17:24,1646410000000,2,04/03/2022 19:24,81666,3,task-x1lq,NA,20079940,5946465,NA,complete,NA,62224af4e99e3527881e351a,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1366x768,1366x625,NA,ITT Ratings,2,not for,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,first_Nv,first_Nv,13,3,1,Screen 1,continueButton,response_rating_scale_likert_active,3143.1,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,It's good for the enviorment,1,28/02/2022 18:39,28/02/2022 18:42,R_QlWb9Be3m7yANeF,YES,No,Somewhat Confident,Agree,NA,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Rarely,Rarely,22,Male,NA,"Undergraduate degree (BSc, BA)",NA,2,1,Against,For
6,1646410000000,04/03/2022 17:24,1646410000000,2,04/03/2022 19:24,81666,3,task-x1lq,NA,20079940,5946465,NA,complete,NA,62224af4e99e3527881e351a,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1366x768,1366x625,NA,ITT Ratings,2,not for,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,first_Nv,first_Nv,40,4,1,Screen 1,continueButton,response_rating_scale_likert_active,3996.5,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I like meat too much,1,28/02/2022 18:39,28/02/2022 18:43,R_3MlFfW41EiILSHH,YES,No,Undecided,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Rarely,A few times a year,42,Female,NA,Doctorate (PhD),NA,7,1,Against,Against
7,1646410000000,04/03/2022 17:24,1646410000000,2,04/03/2022 19:24,81666,3,task-x1lq,NA,20079940,5946465,NA,complete,NA,62224af4e99e3527881e351a,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1366x768,1366x625,NA,ITT Ratings,2,not for,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,first_Nv,first_Nv,54,5,1,Screen 1,continueButton,response_rating_scale_likert_active,5026.7,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,The animals that we kill in order to eat do not suffer,1,28/02/2022 18:39,28/02/2022 18:43,R_2BgrDx7e8V8FiAU,YES,No,Confident,Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,Rarely,Once or twice a year,18,Male,NA,Vocational Training / Apprenticeship,NA,9,3,Against,Against
8,1646410000000,04/03/2022 17:24,1646410000000,2,04/03/2022 19:24,81666,3,task-x1lq,NA,20079940,5946465,NA,complete,NA,62224af4e99e3527881e351a,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1366x768,1366x625,NA,ITT Ratings,2,not for,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,first_Nv,first_Nv,49,6,1,Screen 1,continueButton,response_rating_scale_likert_active,6495,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,The negative ecological impact meat production has on the Earth,1,28/02/2022 18:38,28/02/2022 18:43,R_1MS7484gbJmhztx,YES,No,Confident,Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Rarely,Once or twice a year,24,Other,Genderless,Vocational Training / Apprenticeship,NA,8,1,Against,For
9,1646410000000,04/03/2022 17:24,1646410000000,2,04/03/2022 19:24,81666,3,task-x1lq,NA,20079940,5946465,NA,complete,NA,62224af4e99e3527881e351a,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1366x768,1366x625,NA,ITT Ratings,2,not for,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,first_Nv,first_Nv,26,7,1,Screen 1,continueButton,response_rating_scale_likert_active,2213.5,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Helping the environment,1,28/02/2022 18:40,28/02/2022 18:43,R_2xPIgOXnbE92zdf,YES,No,Very confident,Agree,NA,Agree,Somewhat Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Never,Never,21,Female,NA,A levels,NA,4,2,Against,For
10,1646410000000,04/03/2022 17:24,1646410000000,2,04/03/2022 19:24,81666,3,task-x1lq,NA,20079940,5946465,NA,complete,NA,62224af4e99e3527881e351a,computer,Desktop or Laptop,Windows 10,Chrome 98.0.4758.102,1366x768,1366x625,NA,ITT Ratings,2,not for,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,first_Nv,first_Nv,55,8,1,Screen 1,continueButton,response_rating_scale_likert_active,6430.7,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Animals deserve to live,1,28/02/2022 18:39,28/02/2022 18:43,R_2BgrDx7e8V8FiAU,YES,No,Confident,Agree,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,NA,NA,NA,Rarely,Once or twice a year,18,Male,NA,Vocational Training / Apprenticeship,NA,9,1,Against,For
