Event.Index,UTC.Timestamp,UTC.Date,Local.Timestamp,Local.Timezone,Local.Date,Experiment.ID,Experiment.Version,Tree.Node.Key,Repeat.Key,Schedule.ID,Participant.Private.ID,Participant.Starting.Group,Participant.Status,Participant.Completion.Code,Participant.External.Session.ID,Participant.Device.Type,Participant.Device,Participant.OS,Participant.Browser,Participant.Monitor.Size,Participant.Viewport.Size,Checkpoint,Task.Name,Task.Version,branch.69an,randomiser.8vg2,quota.bqtt,quota.rycs,quota.wtfi,quota.usve,quota.zgic,quota.f3yz,quota.r9vy,quota.tfqq,quota.3dga,quota.kfqt,Spreadsheet,Spreadsheet.Name,Spreadsheet.Row,Trial.Number,Screen.Number,Screen.Name,Zone.Name,Zone.Type,Reaction.Time,Reaction.Onset,Response.Type,Response,Attempt,Correct,Incorrect,Dishonest,X.Coordinate,Y.Coordinate,Timed.Out,randomise_blocks,randomise_trials,display,Arguments,ShowProgressBar,StartDate,EndDate,ResponseId,CONSENT,Vegan,veg_conf,stanely_V,stanley_Nv,intellectual_v_1,intellectual_v_2,intellectual_v_3,intellectual_Nv_1,intellectual_Nv_2,intellectual_Nv_3,morality_v_1,morality_v_2,morality_v_3,morality_Nv_1,morality_Nv_2,morality_Nv_3,discuss_1,read_1,age,gender,gender_4_TEXT,edu,anything_else,ID,arg_ID,Position,Arg_Position
1,1647366565644,15/03/2022 17:49:25,1647366565655,1,15/03/2022 18:49:25,81666,6,task-l3ey,NA,20415711,6056191,NA,complete,NA,6230d183d3f4f9eca28df165,computer,Desktop or Laptop,Windows 10,Edge 99.0.1150.39,1920x1080,1920x961,NA,ITT Ratings,2,not for,10,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,NA,ten_Nv,NA,NA,BEGIN TASK,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1647366571230,15/03/2022 17:49:31,1647366571275,1,15/03/2022 18:49:31,81666,6,task-l3ey,NA,20415711,6056191,NA,complete,NA,6230d183d3f4f9eca28df165,computer,Desktop or Laptop,Windows 10,Edge 99.0.1150.39,1920x1080,1920x961,NA,ITT Ratings,2,not for,10,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,NA,ten_Nv,ten_Nv,1,1,1,Screen 1,advancementZone,continue_button,5602.5999999940395,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1647366587208,15/03/2022 17:49:47,1647366587252,1,15/03/2022 18:49:47,81666,6,task-l3ey,NA,20415711,6056191,NA,complete,NA,6230d183d3f4f9eca28df165,computer,Desktop or Laptop,Windows 10,Edge 99.0.1150.39,1920x1080,1920x961,NA,ITT Ratings,2,not for,10,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,NA,ten_Nv,ten_Nv,33,1,1,Screen 1,continueButton,response_rating_scale_likert_active,15969,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"Morally the right thing to do, to be vegan.",1,28/02/2022 18:39,28/02/2022 19:00,R_2Y3wS4TDU1OfHmT,YES,No,Somewhat Confident,Neither Agree nor Disagree,NA,Disagree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Rarely,Once or twice a year,40,Male,NA,"Undergraduate degree (BSc, BA)","I respect the decision vegans make to not eat meat. I am not vegan and have no intention of becoming one. Life is too short and I in no way am I going to limit what I choose to eat. We are omnivores by nature and no matter what arguments the vegans make for one to stop eating meat, I have not heard one that convinces me to stop eating meat.",95,3,Against,For
4,1647366591698,15/03/2022 17:49:51,1647366591733,1,15/03/2022 18:49:51,81666,6,task-l3ey,NA,20415711,6056191,NA,complete,NA,6230d183d3f4f9eca28df165,computer,Desktop or Laptop,Windows 10,Edge 99.0.1150.39,1920x1080,1920x961,NA,ITT Ratings,2,not for,10,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,NA,ten_Nv,ten_Nv,7,2,1,Screen 1,continueButton,response_rating_scale_likert_active,4469.9000000059605,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,To take care of the animals,1,28/02/2022 18:40,28/02/2022 18:57,R_1dzUNcQmxccQ8Hw,YES,No,Undecided,Agree,NA,Strongly Disagree,Strongly Disagree,Disagree,NA,NA,NA,Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Once or twice a year,A few times a year,20,Male,NA,Vocational Training / Apprenticeship,NA,91,1,Against,For
5,1647366596886,15/03/2022 17:49:56,1647366596919,1,15/03/2022 18:49:56,81666,6,task-l3ey,NA,20415711,6056191,NA,complete,NA,6230d183d3f4f9eca28df165,computer,Desktop or Laptop,Windows 10,Edge 99.0.1150.39,1920x1080,1920x961,NA,ITT Ratings,2,not for,10,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,NA,ten_Nv,ten_Nv,17,3,1,Screen 1,continueButton,response_rating_scale_likert_active,5180.800000011921,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"Meat is tender, juicy and succulent why would I torture myself?",1,28/02/2022 18:47,28/02/2022 18:57,R_vqLLcqBA4kWSJ9v,YES,No,Very Doubtful,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Never,Rarely,24,Male,NA,Vocational Training / Apprenticeship,NA,93,2,Against,Against
6,1647366603395,15/03/2022 17:50:03,1647366603445,1,15/03/2022 18:50:03,81666,6,task-l3ey,NA,20415711,6056191,NA,complete,NA,6230d183d3f4f9eca28df165,computer,Desktop or Laptop,Windows 10,Edge 99.0.1150.39,1920x1080,1920x961,NA,ITT Ratings,2,not for,10,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,NA,ten_Nv,ten_Nv,57,4,1,Screen 1,continueButton,response_rating_scale_likert_active,6520.9000000059605,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Meat may contain hormones that increase the risk of developing cancer,1,28/02/2022 19:31,28/02/2022 19:43,R_RwCHsjLpuhUqVB7,YES,No,Doubtful,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,A few times a year,Most months,35,Female,NA,Doctorate (PhD),NA,99,3,Against,For
7,1647366608165,15/03/2022 17:50:08,1647366607823,1,15/03/2022 18:50:07,81666,6,task-l3ey,NA,20415711,6056191,NA,complete,NA,6230d183d3f4f9eca28df165,computer,Desktop or Laptop,Windows 10,Edge 99.0.1150.39,1920x1080,1920x961,NA,ITT Ratings,2,not for,10,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,NA,ten_Nv,ten_Nv,29,5,1,Screen 1,continueButton,response_rating_scale_likert_active,4373.200000017881,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,It is healthy to eat meat if one does it in moderation.,1,28/02/2022 18:39,28/02/2022 19:00,R_2Y3wS4TDU1OfHmT,YES,No,Somewhat Confident,Neither Agree nor Disagree,NA,Disagree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Rarely,Once or twice a year,40,Male,NA,"Undergraduate degree (BSc, BA)","I respect the decision vegans make to not eat meat. I am not vegan and have no intention of becoming one. Life is too short and I in no way am I going to limit what I choose to eat. We are omnivores by nature and no matter what arguments the vegans make for one to stop eating meat, I have not heard one that convinces me to stop eating meat.",95,2,Against,Against
8,1647366611917,15/03/2022 17:50:11,1647366611973,1,15/03/2022 18:50:11,81666,6,task-l3ey,NA,20415711,6056191,NA,complete,NA,6230d183d3f4f9eca28df165,computer,Desktop or Laptop,Windows 10,Edge 99.0.1150.39,1920x1080,1920x961,NA,ITT Ratings,2,not for,10,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,NA,ten_Nv,ten_Nv,31,6,1,Screen 1,continueButton,response_rating_scale_likert_active,4145,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Against animal cruelty,1,28/02/2022 18:39,28/02/2022 19:00,R_2Y3wS4TDU1OfHmT,YES,No,Somewhat Confident,Neither Agree nor Disagree,NA,Disagree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Rarely,Once or twice a year,40,Male,NA,"Undergraduate degree (BSc, BA)","I respect the decision vegans make to not eat meat. I am not vegan and have no intention of becoming one. Life is too short and I in no way am I going to limit what I choose to eat. We are omnivores by nature and no matter what arguments the vegans make for one to stop eating meat, I have not heard one that convinces me to stop eating meat.",95,1,Against,For
9,1647366618853,15/03/2022 17:50:18,1647366618904,1,15/03/2022 18:50:18,81666,6,task-l3ey,NA,20415711,6056191,NA,complete,NA,6230d183d3f4f9eca28df165,computer,Desktop or Laptop,Windows 10,Edge 99.0.1150.39,1920x1080,1920x961,NA,ITT Ratings,2,not for,10,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,NA,ten_Nv,ten_Nv,6,7,1,Screen 1,continueButton,response_rating_scale_likert_active,6925.5999999940395,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,The human body need some animal supplements,1,28/02/2022 18:40,28/02/2022 18:57,R_1dzUNcQmxccQ8Hw,YES,No,Undecided,Agree,NA,Strongly Disagree,Strongly Disagree,Disagree,NA,NA,NA,Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Once or twice a year,A few times a year,20,Male,NA,Vocational Training / Apprenticeship,NA,91,3,Against,Against
10,1647366622459,15/03/2022 17:50:22,1647366622501,1,15/03/2022 18:50:22,81666,6,task-l3ey,NA,20415711,6056191,NA,complete,NA,6230d183d3f4f9eca28df165,computer,Desktop or Laptop,Windows 10,Edge 99.0.1150.39,1920x1080,1920x961,NA,ITT Ratings,2,not for,10,NA,NA,NA,NA,NA,NA,NA,NA,ACCEPT,NA,ten_Nv,ten_Nv,28,8,1,Screen 1,continueButton,response_rating_scale_likert_active,3591,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Animals (meat) taste good.,1,28/02/2022 18:39,28/02/2022 19:00,R_2Y3wS4TDU1OfHmT,YES,No,Somewhat Confident,Neither Agree nor Disagree,NA,Disagree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Rarely,Once or twice a year,40,Male,NA,"Undergraduate degree (BSc, BA)","I respect the decision vegans make to not eat meat. I am not vegan and have no intention of becoming one. Life is too short and I in no way am I going to limit what I choose to eat. We are omnivores by nature and no matter what arguments the vegans make for one to stop eating meat, I have not heard one that convinces me to stop eating meat.",95,1,Against,Against
