Event.Index,UTC.Timestamp,UTC.Date,Local.Timestamp,Local.Timezone,Local.Date,Experiment.ID,Experiment.Version,Tree.Node.Key,Repeat.Key,Schedule.ID,Participant.Private.ID,Participant.Starting.Group,Participant.Status,Participant.Completion.Code,Participant.External.Session.ID,Participant.Device.Type,Participant.Device,Participant.OS,Participant.Browser,Participant.Monitor.Size,Participant.Viewport.Size,Checkpoint,Task.Name,Task.Version,branch.69an,randomiser.8vg2,quota.bqtt,quota.rycs,quota.wtfi,quota.usve,quota.zgic,quota.f3yz,quota.r9vy,quota.tfqq,quota.3dga,quota.kfqt,Spreadsheet,Spreadsheet.Name,Spreadsheet.Row,Trial.Number,Screen.Number,Screen.Name,Zone.Name,Zone.Type,Reaction.Time,Reaction.Onset,Response.Type,Response,Attempt,Correct,Incorrect,Dishonest,X.Coordinate,Y.Coordinate,Timed.Out,randomise_blocks,randomise_trials,display,Arguments,ShowProgressBar,StartDate,EndDate,ResponseId,CONSENT,Vegan,veg_conf,stanely_V,stanley_Nv,intellectual_v_1,intellectual_v_2,intellectual_v_3,intellectual_Nv_1,intellectual_Nv_2,intellectual_Nv_3,morality_v_1,morality_v_2,morality_v_3,morality_Nv_1,morality_Nv_2,morality_Nv_3,discuss_1,read_1,age,gender,gender_4_TEXT,edu,anything_else,ID,arg_ID,Position,Arg_Position
1,1647366544821,15/03/2022 17:49:04,1647366545765,1,15/03/2022 18:49:05,81666,6,task-8jq2,NA,20415662,6056173,NA,complete,NA,6230d16039b1c40807602398,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1200,1920x1095,NA,ITT Ratings,2,not for,3,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,thir_Nv,NA,NA,BEGIN TASK,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1647366560800,15/03/2022 17:49:20,1647366561786,1,15/03/2022 18:49:21,81666,6,task-8jq2,NA,20415662,6056173,NA,complete,NA,6230d16039b1c40807602398,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1200,1920x1095,NA,ITT Ratings,2,not for,3,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,thir_Nv,thir_Nv,1,1,1,Screen 1,advancementZone,continue_button,15993.200000001118,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1647366568292,15/03/2022 17:49:28,1647366569251,1,15/03/2022 18:49:29,81666,6,task-8jq2,NA,20415662,6056173,NA,complete,NA,6230d16039b1c40807602398,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1200,1920x1095,NA,ITT Ratings,2,not for,3,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,thir_Nv,thir_Nv,34,1,1,Screen 1,continueButton,response_rating_scale_likert_active,7445.4000000003725,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I usually won't say as long as the topic comes up,1,28/02/2022 18:40,28/02/2022 18:45,R_pFOq2RGvvMZG0Qp,YES,No,Somewhat Confident,Agree,NA,Disagree,Somewhat Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Rarely,Rarely,27,Male,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,26,1,Against,Against
4,1647366571648,15/03/2022 17:49:31,1647366572621,1,15/03/2022 18:49:32,81666,6,task-8jq2,NA,20415662,6056173,NA,complete,NA,6230d16039b1c40807602398,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1200,1920x1095,NA,ITT Ratings,2,not for,3,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,thir_Nv,thir_Nv,54,2,1,Screen 1,continueButton,response_rating_scale_likert_active,3359.800000000745,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Becoming vegan is not cheap and it is hard to eat out.,1,28/02/2022 18:39,28/02/2022 18:45,R_2cqkyjYPc3vaqhz,YES,No,Somewhat doubtful,Somewhat Agree,NA,Somewhat Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Disagree,Disagree,Neither Agree nor Disagree,NA,NA,NA,Once or twice a year,A few times a year,20,Male,NA,No formal qualifications,NA,29,3,Against,Against
5,1647366576299,15/03/2022 17:49:36,1647366577273,1,15/03/2022 18:49:37,81666,6,task-8jq2,NA,20415662,6056173,NA,complete,NA,6230d16039b1c40807602398,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1200,1920x1095,NA,ITT Ratings,2,not for,3,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,thir_Nv,thir_Nv,7,3,1,Screen 1,continueButton,response_rating_scale_likert_active,4643,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,the can have health issues. And for that reason need to have a diet more restrict,1,28/02/2022 18:40,28/02/2022 18:45,R_2sZIQj5HdDXJ7rm,YES,No,Confident,Somewhat Disagree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Once or twice a year,Most months,21,Female,NA,"Undergraduate degree (BSc, BA)",NA,21,1,Against,For
6,1647366579359,15/03/2022 17:49:39,1647366580334,1,15/03/2022 18:49:40,81666,6,task-8jq2,NA,20415662,6056173,NA,complete,NA,6230d16039b1c40807602398,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1200,1920x1095,NA,ITT Ratings,2,not for,3,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,thir_Nv,thir_Nv,11,4,1,Screen 1,continueButton,response_rating_scale_likert_active,3051.2000000011176,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"I don't care about where the meat comes from, killing animals for meat is just how the world functions",1,28/02/2022 18:38,28/02/2022 18:45,R_3D1mkQUlysqW5xU,YES,No,Confident,Agree,NA,Disagree,Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Never,Rarely,24,Male,NA,"Undergraduate degree (BSc, BA)",NA,22,2,Against,Against
7,1647366582378,15/03/2022 17:49:42,1647366583370,1,15/03/2022 18:49:43,81666,6,task-8jq2,NA,20415662,6056173,NA,complete,NA,6230d16039b1c40807602398,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1200,1920x1095,NA,ITT Ratings,2,not for,3,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,thir_Nv,thir_Nv,52,5,1,Screen 1,continueButton,response_rating_scale_likert_active,3027,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,You can't get all the nutrients from plants alone.,1,28/02/2022 18:39,28/02/2022 18:45,R_2cqkyjYPc3vaqhz,YES,No,Somewhat doubtful,Somewhat Agree,NA,Somewhat Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Disagree,Disagree,Neither Agree nor Disagree,NA,NA,NA,Once or twice a year,A few times a year,20,Male,NA,No formal qualifications,NA,29,1,Against,Against
8,1647366586599,15/03/2022 17:49:46,1647366587589,1,15/03/2022 18:49:47,81666,6,task-8jq2,NA,20415662,6056173,NA,complete,NA,6230d16039b1c40807602398,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1200,1920x1095,NA,ITT Ratings,2,not for,3,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,thir_Nv,thir_Nv,4,6,1,Screen 1,continueButton,response_rating_scale_likert_active,4210.9000000003725,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I cannot live without eating things that I like that including meat,1,28/02/2022 18:40,28/02/2022 18:45,R_2sZIQj5HdDXJ7rm,YES,No,Confident,Somewhat Disagree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Once or twice a year,Most months,21,Female,NA,"Undergraduate degree (BSc, BA)",NA,21,1,Against,Against
9,1647366588740,15/03/2022 17:49:48,1647366589727,1,15/03/2022 18:49:49,81666,6,task-8jq2,NA,20415662,6056173,NA,complete,NA,6230d16039b1c40807602398,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1200,1920x1095,NA,ITT Ratings,2,not for,3,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,thir_Nv,thir_Nv,55,7,1,Screen 1,continueButton,response_rating_scale_likert_active,2129.7000000011176,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Meat farms are a part of climate change.,1,28/02/2022 18:39,28/02/2022 18:45,R_2cqkyjYPc3vaqhz,YES,No,Somewhat doubtful,Somewhat Agree,NA,Somewhat Disagree,Somewhat Agree,Somewhat Agree,NA,NA,NA,Disagree,Disagree,Neither Agree nor Disagree,NA,NA,NA,Once or twice a year,A few times a year,20,Male,NA,No formal qualifications,NA,29,1,Against,For
10,1647366592496,15/03/2022 17:49:52,1647366593462,1,15/03/2022 18:49:53,81666,6,task-8jq2,NA,20415662,6056173,NA,complete,NA,6230d16039b1c40807602398,computer,Desktop or Laptop,Windows 10,Chrome 99.0.4844.51,1920x1200,1920x1095,NA,ITT Ratings,2,not for,3,NA,ACCEPT,NA,NA,NA,NA,NA,NA,NA,NA,thir_Nv,thir_Nv,47,8,1,Screen 1,continueButton,response_rating_scale_likert_active,3725.60000000149,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I couldn't be dealing with the strict vegan way,1,28/02/2022 18:40,28/02/2022 18:45,R_2WMxfJG3UHNScki,YES,No,Somewhat doubtful,Somewhat Agree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Rarely,Rarely,37,Female,NA,"Undergraduate degree (BSc, BA)",NA,28,2,Against,Against
