Event.Index,UTC.Timestamp,UTC.Date,Local.Timestamp,Local.Timezone,Local.Date,Experiment.ID,Experiment.Version,Tree.Node.Key,Repeat.Key,Schedule.ID,Participant.Private.ID,Participant.Starting.Group,Participant.Status,Participant.Completion.Code,Participant.External.Session.ID,Participant.Device.Type,Participant.Device,Participant.OS,Participant.Browser,Participant.Monitor.Size,Participant.Viewport.Size,Checkpoint,Task.Name,Task.Version,branch.69an,randomiser.8vg2,quota.bqtt,quota.rycs,quota.wtfi,quota.usve,quota.zgic,quota.f3yz,quota.r9vy,quota.tfqq,quota.3dga,quota.kfqt,Spreadsheet,Spreadsheet.Name,Spreadsheet.Row,Trial.Number,Screen.Number,Screen.Name,Zone.Name,Zone.Type,Reaction.Time,Reaction.Onset,Response.Type,Response,Attempt,Correct,Incorrect,Dishonest,X.Coordinate,Y.Coordinate,Timed.Out,randomise_blocks,randomise_trials,display,Arguments,ShowProgressBar,StartDate,EndDate,ResponseId,CONSENT,Vegan,veg_conf,stanely_V,stanley_Nv,intellectual_v_1,intellectual_v_2,intellectual_v_3,intellectual_Nv_1,intellectual_Nv_2,intellectual_Nv_3,morality_v_1,morality_v_2,morality_v_3,morality_Nv_1,morality_Nv_2,morality_Nv_3,discuss_1,read_1,age,gender,gender_4_TEXT,edu,anything_else,ID,arg_ID,Position,Arg_Position
1,1646420239570,04/03/2022 18:57:19,1646420238930,2,04/03/2022 20:57:18,81666,4,task-au9x,NA,20083554,5947537,NA,complete,NA,622260a8e1f1846fb506ec97,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,414x736,736x331,NA,ITT Ratings,2,not for,6,NA,NA,NA,NA,REJECT,REJECT,REJECT,ACCEPT,NA,NA,nin_Nv,NA,NA,BEGIN TASK,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1646420269079,04/03/2022 18:57:49,1646420268456,2,04/03/2022 20:57:48,81666,4,task-au9x,NA,20083554,5947537,NA,complete,NA,622260a8e1f1846fb506ec97,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,414x736,736x331,NA,ITT Ratings,2,not for,6,NA,NA,NA,NA,REJECT,REJECT,REJECT,ACCEPT,NA,NA,nin_Nv,nin_Nv,1,1,1,Screen 1,advancementZone,continue_button,29414,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1646420277178,04/03/2022 18:57:57,1646420276941,2,04/03/2022 20:57:56,81666,4,task-au9x,NA,20083554,5947537,NA,complete,NA,622260a8e1f1846fb506ec97,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,414x736,736x331,NA,ITT Ratings,2,not for,6,NA,NA,NA,NA,REJECT,REJECT,REJECT,ACCEPT,NA,NA,nin_Nv,nin_Nv,16,1,1,Screen 1,continueButton,response_rating_scale_likert_active,8463,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,It is natural to eat meat,1,28/02/2022 18:45,28/02/2022 18:54,R_3HIIeYWx9OoUhIb,YES,No,Somewhat doubtful,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,A few times a year,A few times a year,20,Male,NA,No formal qualifications,NA,83,1,Against,Against
4,1646420284797,04/03/2022 18:58:04,1646420284515,2,04/03/2022 20:58:04,81666,4,task-au9x,NA,20083554,5947537,NA,complete,NA,622260a8e1f1846fb506ec97,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,414x736,736x331,NA,ITT Ratings,2,not for,6,NA,NA,NA,NA,REJECT,REJECT,REJECT,ACCEPT,NA,NA,nin_Nv,nin_Nv,19,2,1,Screen 1,continueButton,response_rating_scale_likert_active,7556,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Vegan diet is more healthy,1,28/02/2022 18:45,28/02/2022 18:54,R_3HIIeYWx9OoUhIb,YES,No,Somewhat doubtful,Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,A few times a year,A few times a year,20,Male,NA,No formal qualifications,NA,83,1,Against,For
5,1646420291165,04/03/2022 18:58:11,1646420290934,2,04/03/2022 20:58:10,81666,4,task-au9x,NA,20083554,5947537,NA,complete,NA,622260a8e1f1846fb506ec97,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,414x736,736x331,NA,ITT Ratings,2,not for,6,NA,NA,NA,NA,REJECT,REJECT,REJECT,ACCEPT,NA,NA,nin_Nv,nin_Nv,11,3,1,Screen 1,continueButton,response_rating_scale_likert_active,6401,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,veggies taste bad when eaten alone therefore meat is neccesary.,1,28/02/2022 18:44,28/02/2022 18:54,R_XtSOOPR5zm7zA09,YES,No,Very Doubtful,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Once or twice a year,A few times a year,NA,Female,NA,Vocational Training / Apprenticeship,NA,82,2,Against,Against
6,1646420296845,04/03/2022 18:58:16,1646420296586,2,04/03/2022 20:58:16,81666,4,task-au9x,NA,20083554,5947537,NA,complete,NA,622260a8e1f1846fb506ec97,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,414x736,736x331,NA,ITT Ratings,2,not for,6,NA,NA,NA,NA,REJECT,REJECT,REJECT,ACCEPT,NA,NA,nin_Nv,nin_Nv,4,4,1,Screen 1,continueButton,response_rating_scale_likert_active,5636,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"I like eating meat, it is something that gives joy to me and my family",1,28/02/2022 18:38,28/02/2022 18:53,R_3lDkh0pPZnKxknW,YES,No,Very Doubtful,Strongly Disagree,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Never,Most months,25,Male,NA,"Undergraduate degree (BSc, BA)","India and america are a problem, China is the source of all evil",81,1,Against,Against
7,1646420305441,04/03/2022 18:58:25,1646420305184,2,04/03/2022 20:58:25,81666,4,task-au9x,NA,20083554,5947537,NA,complete,NA,622260a8e1f1846fb506ec97,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,414x736,736x331,NA,ITT Ratings,2,not for,6,NA,NA,NA,NA,REJECT,REJECT,REJECT,ACCEPT,NA,NA,nin_Nv,nin_Nv,55,5,1,Screen 1,continueButton,response_rating_scale_likert_active,8575,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,By being vegan you save a lot of animals,1,28/02/2022 18:39,28/02/2022 18:56,R_3PhGXnOZew8oP3P,YES,No,Very confident,Strongly agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Rarely,A few times a year,25,Male,NA,"Undergraduate degree (BSc, BA)",NA,89,1,Against,For
8,1646420317213,04/03/2022 18:58:37,1646420316922,2,04/03/2022 20:58:36,81666,4,task-au9x,NA,20083554,5947537,NA,complete,NA,622260a8e1f1846fb506ec97,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,414x736,736x331,NA,ITT Ratings,2,not for,6,NA,NA,NA,NA,REJECT,REJECT,REJECT,ACCEPT,NA,NA,nin_Nv,nin_Nv,60,6,1,Screen 1,continueButton,response_rating_scale_likert_active,11719,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,There is not enough concrete evidence that a vegan diet can replace a diet that contains meat and animal products.,1,28/02/2022 18:38,28/02/2022 18:57,R_1dtVDutxY2bdDsG,YES,No,Doubtful,Disagree,NA,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,A few times a year,A few times a year,19,Male,NA,A levels,NA,90,3,Against,Against
9,1646420323549,04/03/2022 18:58:43,1646420323320,2,04/03/2022 20:58:43,81666,4,task-au9x,NA,20083554,5947537,NA,complete,NA,622260a8e1f1846fb506ec97,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,414x736,736x331,NA,ITT Ratings,2,not for,6,NA,NA,NA,NA,REJECT,REJECT,REJECT,ACCEPT,NA,NA,nin_Nv,nin_Nv,31,7,1,Screen 1,continueButton,response_rating_scale_likert_active,6376,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I'm vegan because I hate Animal cruelty,1,28/02/2022 18:39,28/02/2022 18:56,R_2BlGzGJ7LvmkQbO,YES,No,Confident,Somewhat Agree,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,A few times a year,A few times a year,24,Male,NA,"Undergraduate degree (BSc, BA)",NA,85,1,Against,For
10,1646420329196,04/03/2022 18:58:49,1646420328970,2,04/03/2022 20:58:48,81666,4,task-au9x,NA,20083554,5947537,NA,complete,NA,622260a8e1f1846fb506ec97,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,414x736,736x331,NA,ITT Ratings,2,not for,6,NA,NA,NA,NA,REJECT,REJECT,REJECT,ACCEPT,NA,NA,nin_Nv,nin_Nv,43,8,1,Screen 1,continueButton,response_rating_scale_likert_active,5631,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I have some health reasons for being on a diet,1,28/02/2022 18:39,28/02/2022 18:56,R_2ANoqkBgdRHOIMm,YES,No,Somewhat Confident,Neither Agree nor Disagree,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Once or twice a year,Rarely,19,Male,NA,A levels,NA,87,1,Against,For
